Name,Speech,Lemmas,verse_number,inferred_verse_number
Δηιάνειρα,"ἓν δ᾽, οἷον οὔπω πρόσθεν, αὐτίκ᾽ ἐξερῶ.",εἷς δέ οἷος οὔπω πρόσθεν αὐτίκα ἐξεράω,,154.0
Δηιάνειρα,ὁδὸν γὰρ ἦμος τὴν τελευταίαν ἄναξ,ὁδός γάρ ἦμος ὁ τελευταῖος Ἄνακες,155,155.0
Δηιάνειρα,"ὡρμᾶτ᾽ ἀπ᾽ οἴκων Ἡρακλῆς, τότ᾽ ἐν δόμοις",ὁρμάω Ἆπις οἶκος Ἡρακλῆς τότε ἐν δόμος,,156.0
Δηιάνειρα,λείπει παλαιὰν δέλτον ἐγγεγραμμένην,λείπω παλαιός δέλτος ἐγγράφω,,157.0
Δηιάνειρα,"ξυνθήμαθ᾽, ἁμοὶ πρόσθεν οὐκ ἔτλη ποτέ,",σύνθημα ἁμός πρόσθεν οὐ τλάω πότε,,158.0
Δηιάνειρα,"πολλοὺς ἀγῶνας ἐξιών, οὔπω φράσαι,",πολύς ἀγών ἔξειμι2 οὔπω φράζω,,159.0
Δηιάνειρα,ἀλλ᾽ ὥς τι δράσων εἷρπε κοὐ θανούμενος.,ἄλλος ὅς τίς δράω ἕρπω οὐ θνήσκω,160,160.0
Δηιάνειρα,νῦν δ᾽ ὡς ἔτ᾽ οὐκ ὢν εἶπε μὲν λέχους ὅ τι,νῦν δέ ὅς ἔτης οὐ εἰμί εἶπον μέν λέχος ὅς τίς,,161.0
Δηιάνειρα,χρείη μ᾽ ἑλέσθαι κτῆσιν εἶπε δ᾽ ἣν τέκνοις,χρέος ἐγώ αἱρέω κτάομαι εἶπον δέ ὅς τέκνον,,162.0
Δηιάνειρα,"μοῖραν πατρῴας γῆς διαιρετὸν νέμοι,",μοῖρα πατρώιος γῆ διαίρω νέμω,,163.0
Δηιάνειρα,χρόνον προτάξας ὡς τρίμηνον ἡνίκα,χρόνος προσάγω ὅς τρίμηνος ἑνίζω,,164.0
Δηιάνειρα,"χώρας ἀπείη κἀνιαύσιον βεβώς,",χώρα ἄπειμι ἐνιαύσιος βαίνω,165,165.0
Δηιάνειρα,τότ᾽ ἢ θανεῖν χρείη σφε τῷδε τῷ χρόνῳ,τότε εἰμί θνήσκω χρέος σφεῖς ὅδε ὁ χρόνος,,166.0
Δηιάνειρα,ἢ τοῦθ᾽ ὑπεκδραμόντα τοῦ χρόνου τέλος,εἰμί οὗτος ὑπεκτρέχω ὁ χρόνος τέλος,,167.0
Δηιάνειρα,τὸ λοιπὸν ἤδη ζῆν ἀλυπήτῳ βίῳ.,ὁ λοιπός ἤδη Ζεύς ἀλύπητος βίος,,168.0
Δηιάνειρα,τοιαῦτ᾽ ἔφραζε πρὸς θεῶν εἱμαρμένα,τοιοῦτος φράζω πρός θέα μείρομαι,,169.0
Δηιάνειρα,"τῶν Ἡρακλείων ἐκτελευτᾶσθαι πόνων,",ὁ Ἡράκλειος ἐκτελευτάω πόνος,170,170.0
Δηιάνειρα,ὡς τὴν παλαιὰν φηγὸν αὐδῆσαί ποτε,ὅς ὁ παλαιός φηγός αὐδάω πότε,,171.0
Δηιάνειρα,Δωδῶνι δισσῶν ἐκ Πελειάδων ἔφη.,Δωδώνη δισσός ἐκ πελειάς φημί,,172.0
Δηιάνειρα,καὶ τῶνδε ναμέρτεια συμβαίνει χρόνου,καί ὅδε νημέρτεια συμβαίνω χρόνος,,173.0
Δηιάνειρα,"τοῦ νῦν παρόντος, ὡς τελεσθῆναι χρεών:",ὁ νῦν πάρειμι ὅς τελέω χράω2,,174.0
Δηιάνειρα,ὥσθ᾽ ἡδέως εὕδουσαν ἐκπηδᾶν ἐμὲ,ὥστε ἡδέως εὕδω ἐκπηδάω ἐγώ,175,175.0
