lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_lower
ἰσοτέλεστος,1,1.0,5.0,0.0,0.9690196081602276,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἰσοτέλεστος
Ἅιδης,8,8.0,17.0,1.0,2.810773123972398,2.0,14.0,10091,9.909820632246556e-05,0.00019819641264493112,0.0007927856505797245,0.0013873748885145178,0.0016846695074819145,Oedipus Colonus,ἅιδης
ἀνυμέναιος,1,1.0,6.0,0.0,1.0103025728519595,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ἀνυμέναιος
ἄλυρος,1,1.0,6.0,0.0,0.9918045793785809,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ἄλυρος
ἄχορος,1,1.0,5.0,0.0,0.9622702510023033,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἄχορος
ἀναφαίνω,1,1.0,5.0,0.0,1.0153772742143725,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀναφαίνω
ὅθεν,1,1.0,6.0,0.0,1.0298734682665442,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ὅθεν
νέος,3,3.0,12.0,0.0,1.759226853159967,0.0,6.0,10091,0.0,0.0,0.0002972946189673967,0.0005945892379347934,0.0011891784758695867,Oedipus Colonus,νέος
κοῦφος,1,1.0,5.0,0.0,0.9746210103861469,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,κοῦφος
ἀφροσύνη,1,1.0,7.0,0.0,1.0188208890653958,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0006936874442572589,Oedipus Colonus,ἀφροσύνη
πλάγος,1,1.0,5.0,0.0,1.021273225439207,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,πλάγος
κάματος,1,1.0,5.0,0.0,0.9882102208333208,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,κάματος
φθόνος,1,1.0,5.0,0.0,1.0309370343678457,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,φθόνος
κατάμεμπτος,2,2.0,9.0,0.0,1.4236261056581145,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.00089188385690219,Oedipus Colonus,κατάμεμπτος
ἐπιλαγχάνω,1,1.0,5.0,0.0,0.9830928381752806,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἐπιλαγχάνω
πύματος,2,2.0,8.0,0.0,1.4035903726037502,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,πύματος
ἀκρατής,1,1.0,5.0,0.0,0.9947866100829864,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀκρατής
ἀπροσόμιλος,1,1.0,5.0,0.0,1.0108690043008264,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀπροσόμιλος
πρόπας,1,1.0,6.0,0.0,1.0122447138115174,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,πρόπας
συνοικέω,1,1.0,6.0,0.0,1.0241957932822332,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,συνοικέω
πάντοθεν,1,1.0,5.0,0.0,1.0143840618695785,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,πάντοθεν
βόρειος,1,1.0,7.0,0.0,0.983666813306416,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0006936874442572589,Oedipus Colonus,βόρειος
κυματοπλήξ,1,1.0,5.0,0.0,1.055340824446897,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,κυματοπλήξ
χειμέριος,1,1.0,6.0,0.0,0.9679747026524117,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,χειμέριος
κλονέω,2,2.0,8.0,0.0,1.4346288161611143,0.0,5.0,10091,0.0,0.0,0.00019819641264493112,0.0004954910316123278,0.0007927856505797245,Oedipus Colonus,κλονέω
ἄκρα,3,3.0,10.0,0.0,1.7733671838711713,0.0,6.0,10091,0.0,0.0,0.0002972946189673967,0.0005945892379347934,0.0009909820632246556,Oedipus Colonus,ἄκρα
δεινάζω,1,1.0,8.0,0.0,1.0434774337977581,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0007927856505797245,Oedipus Colonus,δεινάζω
κυματοαγής,1,1.0,6.0,0.0,1.0396994878208918,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,κυματοαγής
ἀέλιος,1,1.0,5.0,0.0,0.993297216667479,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀέλιος
δυσμή,1,1.0,5.0,0.0,0.9428674355385285,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,δυσμή
ἀνατέλλω,1,1.0,5.0,0.0,0.9219425263963161,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0004954910316123278,Oedipus Colonus,ἀνατέλλω
ἄκτινος,1,1.0,6.0,0.0,1.0634740349331633,0.0,3.0,10091,0.0,0.0,9.909820632246556e-05,0.0002972946189673967,0.0005945892379347934,Oedipus Colonus,ἄκτινος
