lemma,COUNT,MEAN,MAX,MIN,STD,LOW,HIGH,ALL,MIN_perc,LOW_perc,COUNT_perc,HIGH_perc,MAX_perc,title,lemma_min
μήτ,7,7.0,19.0,0.0,2.731194715765365,2.0,12.0,10110,0.0,0.00019782393669634025,0.0006923837784371909,0.0011869436201780415,0.0018793273986152325,Oedipus Colonus,μήτ
ἀφῆτ,1,1.0,6.0,0.0,1.0660092046392597,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,ἀφῆτ
ἐπίσταμαι,5,5.0,14.0,0.0,2.250919669965888,1.0,9.0,10110,0.0,9.891196834817012e-05,0.0004945598417408506,0.0008902077151335311,0.0013847675568743817,Oedipus Colonus,ἐπίσταμαι
Ἑλλάς,1,1.0,5.0,0.0,1.000355581136672,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἑλλάς
τηλικόσδ,2,2.0,7.0,0.0,1.397764020049251,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,τηλικόσδ
ἀποστέλλω,2,2.0,9.0,0.0,1.4757662802375304,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0008902077151335311,Oedipus Colonus,ἀποστέλλω
κελεύω,1,1.0,6.0,0.0,1.0289369702325242,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,κελεύω
πενθέω,2,2.0,9.0,0.0,1.4313299042168064,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0008902077151335311,Oedipus Colonus,πενθέω
πήματ,1,1.0,5.0,0.0,0.9967950639927925,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,πήματ
πλεῖστος,2,2.0,7.0,0.0,1.3843574518330053,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,πλεῖστος
δίκαιος,17,17.0,36.0,6.0,4.154560822081607,9.0,25.0,10110,0.0005934718100890207,0.0008902077151335311,0.0016815034619188922,0.002472799208704253,0.0035608308605341245,Oedipus Colonus,δίκαιος
πρόσπολος,3,3.0,9.0,0.0,1.7740216591555054,0.0,6.0,10110,0.0,0.0,0.0002967359050445104,0.0005934718100890207,0.0008902077151335311,Oedipus Colonus,πρόσπολος
βιοστερής,1,1.0,5.0,0.0,0.9727649912860376,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,βιοστερής
χωρέω,5,5.0,15.0,0.0,2.2664842926768896,1.0,9.0,10110,0.0,9.891196834817012e-05,0.0004945598417408506,0.0008902077151335311,0.001483679525222552,Oedipus Colonus,χωρέω
τοσοῦτος,2,2.0,7.0,0.0,1.3653679980978624,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.0006923837784371909,Oedipus Colonus,τοσοῦτος
αἰκία,1,1.0,8.0,0.0,1.0246521789915304,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.000791295746785361,Oedipus Colonus,αἰκία
ἔδοξ,1,1.0,5.0,0.0,0.9715945677061085,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0004945598417408506,Oedipus Colonus,ἔδοξ
κηδεύω,1,1.0,7.0,0.0,1.036817731807776,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0006923837784371909,Oedipus Colonus,κηδεύω
τηλικοῦτος,1,1.0,6.0,0.0,1.04861832885011,0.0,3.0,10110,0.0,0.0,9.891196834817012e-05,0.0002967359050445104,0.0005934718100890207,Oedipus Colonus,τηλικοῦτος
ἔμπειρος,2,2.0,8.0,0.0,1.401348002380642,0.0,5.0,10110,0.0,0.0,0.00019782393669634025,0.0004945598417408506,0.000791295746785361,Oedipus Colonus,ἔμπειρος
